X,Y,recordnum,takenby,comments,setdate,setyear,mcd,route,road,cntdir,fromlmt,tolmt,type,latitude,longitude,factor,axle,outdir,indir,sidewalk,aadp,co_name,mun_name,id
-75.166161,39.9526240000001,70684,sb,,2010/10/13 00:00:00+00,2010,4210160103,3,market st,,16th st,15th st,Pedestrian,39.952624,-75.166161,0.968,1.0622,east,west,south,4978,Philadelphia,Central,37329
-75.1593159999999,39.944802,70686,sb,,2010/09/17 00:00:00+00,2010,4210160103,,pine st,,11th st,10th st,Pedestrian,39.944802,-75.159316,0.949,1.0622,west,east,south,1743,Philadelphia,Central,37330
-75.1605499999999,39.948544,70689,sb,,2010/09/17 00:00:00+00,2010,4210160103,,12th st,,locust st,walnut st,Pedestrian,39.948544,-75.16055,0.949,1.0622,north,south,east,2871,Philadelphia,Central,37331
-75.1589509999999,39.951847,70681,sb,,2010/09/17 00:00:00+00,2010,4210160103,,market st,,12th st,11th st,Pedestrian,39.951847,-75.158951,0.949,1.0622,west,east,north,7313,Philadelphia,Central,37418
-75.167175,39.943609,71620,jh,,2010/10/22 00:00:00+00,2010,4210160103,,15th st,,south st,bainbridge st,Pedestrian,39.943609,-75.167175,0.968,1.0622,south,north,east,903,Philadelphia,Central,37766
-75.167298,39.9436460000001,71621,jh,,2010/10/22 00:00:00+00,2010,4210160103,,15th st,,south st,bainbridge st,Pedestrian,39.943646,-75.167298,0.968,1.0622,south,north,west,935,Philadelphia,Central,37767
-75.16541,39.943387,71624,jh,,2010/10/29 00:00:00+00,2010,4210160103,291,broad st,,bainbridge st,south st,Pedestrian,39.943387,-75.16541,1.001,1.0622,north,south,east,2258,Philadelphia,Central,37769
-75.1657099999999,39.9434120000001,71625,jh,,2010/10/29 00:00:00+00,2010,4210160103,291,broad st,,bainbridge st,south st,Pedestrian,39.943412,-75.16571,1.001,1.0622,south,north,west,2318,Philadelphia,Central,37770
-75.163538,39.960317,71837,jh,,2011/05/21 00:00:00+00,2011,4210160103,,15th st,,hamilton st,callowhill st,Pedestrian,39.960317,-75.163538,0.962,1.0622,south,north,east,621,Philadelphia,Central,38091
-75.163672,39.960334,71838,jh,,2011/06/11 00:00:00+00,2011,4210160103,,15th st,,hamilton st,callowhill st,Pedestrian,39.960334,-75.163672,0.93,1.0622,south,north,west,814,Philadelphia,Central,38092
-75.165104,39.9605520000001,71840,jh,,2011/05/21 00:00:00+00,2011,4210160103,,16th st,,callowhill st,hamilton st,Pedestrian,39.960552,-75.165104,0.962,1.0622,south,north,east,921,Philadelphia,Central,38094
-75.165244,39.960585,71841,jh,,2011/05/21 00:00:00+00,2011,4210160103,,16th st,,callowhill st,hamilton st,Pedestrian,39.960585,-75.165244,0.962,1.0622,south,north,west,843,Philadelphia,Central,38211
-75.1666329999999,39.9607080000001,71843,jh,Monday 5/30/2011 Memorial Day Holiday,2011/05/24 00:00:00+00,2011,4210160103,,17th st,,callowhill st,buttonwood st,Pedestrian,39.960708,-75.166633,0.962,1.0622,north,south,east,628,Philadelphia,Central,38488
-75.166837,39.9607490000001,71844,jh,,2011/06/18 00:00:00+00,2011,4210160103,,17th st,,callowhill st,buttonwood st,Pedestrian,39.960749,-75.166837,0.93,1.0622,south,north,west,731,Philadelphia,Central,38489
-75.1581899999999,39.959351,71827,jh,,2011/04/12 00:00:00+00,2011,4210160103,,12th st,,callowhill st,noble st,Pedestrian,39.959351,-75.15819,1.012,1.0622,north,south,east,273,Philadelphia,Central,38662
-75.1583239999999,39.959388,71828,jh,,2011/05/18 00:00:00+00,2011,4210160103,,12th st,,callowhill st,noble st,Pedestrian,39.959388,-75.158324,0.962,1.0622,south,north,west,649,Philadelphia,Central,38663
-75.159777,39.959507,71830,jh,,2011/05/17 00:00:00+00,2011,4210160103,,13th st,,callowhill st,noble st,Pedestrian,39.959507,-75.159777,0.962,1.0622,south,north,east,314,Philadelphia,Central,38665
-75.159869,39.9595110000001,71831,jh,,2011/06/02 00:00:00+00,2011,4210160103,,13th st,,callowhill st,noble st,Pedestrian,39.959511,-75.159869,0.93,1.0622,south,north,west,470,Philadelphia,Central,38666
-75.168757,39.9438190000001,71617,jh,,2010/10/22 00:00:00+00,2010,4210160103,,16th st,,bainbridge st,south st,Pedestrian,39.943819,-75.168757,0.968,1.0622,north,south,east,273,Philadelphia,Central,38926
-75.168875,39.9438480000001,71618,jh,,2011/03/12 00:00:00+00,2011,4210160103,,16th st,,bainbridge st,south st,Pedestrian,39.943848,-75.168875,1.059,1.0622,north,south,west,1325,Philadelphia,Central,38927
-75.1618109999999,39.9598490000001,71834,jh,,2011/05/17 00:00:00+00,2011,4210160103,611,broad st,,callowhill st,hamilton st,Pedestrian,39.959849,-75.161811,0.962,1.0622,south,north,east,1052,Philadelphia,Central,38953
-75.162111,39.959869,71835,jh,,2011/05/17 00:00:00+00,2011,4210160103,611,broad st,,callowhill st,hamilton st,Pedestrian,39.959869,-75.162111,0.962,1.0622,north,south,west,1440,Philadelphia,Central,38968
-75.166998,39.951719,73489,jh,Wednesday & Thursday: Major Snow Event,2011/01/26 00:00:00+00,2011,4210160103,,16th st,,chestnut st,pa 3 market st,Pedestrian,39.951719,-75.166998,1.102,1.0622,south,north,east,4792,Philadelphia,Central,39332
-75.1671049999999,39.9520230000001,73490,jh,Wednesday & Thursday: Major Snow Event,2011/01/26 00:00:00+00,2011,4210160103,,16th st,,chestnut st,pa 3 market st,Pedestrian,39.952023,-75.167105,1.102,1.0622,north,south,west,6114,Philadelphia,Central,39333
-75.164047,39.949572,73491,jh,,2011/01/20 00:00:00+00,2011,4210160103,291,broad st,,walnut st,sansom st,Pedestrian,39.949572,-75.164047,1.102,1.0622,north,south,east,7804,Philadelphia,Central,39334
-75.171096,39.9502800000001,73493,jh,,2011/03/19 00:00:00+00,2011,4210160103,,walnut st,,19th st,18th st,Pedestrian,39.95028,-75.171096,1.059,1.0622,west,east,north,5265,Philadelphia,Central,39423
-75.177003,39.944695,71602,sb,,2010/10/15 00:00:00+00,2010,4210160103,,21st st,,south st,bainbridge st,Pedestrian,39.944695,-75.177003,0.968,1.0622,south,north,east,893,Philadelphia,Central,39799
-75.177131,39.9447070000001,71603,sb,,2010/10/15 00:00:00+00,2010,4210160103,,21st st,,south st,bainbridge st,Pedestrian,39.944707,-75.177131,0.968,1.0622,south,north,west,831,Philadelphia,Central,39800
-75.175066,39.944469,71605,sb,,2010/10/15 00:00:00+00,2010,4210160103,,20th st,,bainbridge st,south st,Pedestrian,39.944469,-75.175066,0.968,1.0622,north,south,east,963,Philadelphia,Central,40092
-75.1752,39.9444810000001,71606,sb,,2010/10/15 00:00:00+00,2010,4210160103,,20th st,,bainbridge st,south st,Pedestrian,39.944481,-75.1752,0.968,1.0622,south,north,west,1031,Philadelphia,Central,40093
-75.173483,39.944267,71608,sb,,2010/10/15 00:00:00+00,2010,4210160103,,19th st,,bainbridge st,south st,Pedestrian,39.944267,-75.173483,0.968,1.0622,north,south,east,894,Philadelphia,Central,40096
-75.456762,40.1893900000001,71995,jh,,2010/12/01 00:00:00+00,2010,4209115192,,5th ave,,clayhor ave,main st,Pedestrian,40.18939,-75.456762,1.028,1.0622,west,east,west,27,Montgomery,Collegeville Borough,40342
-75.173661,39.9441190000001,71609,sb,,2010/10/15 00:00:00+00,2010,4210160103,,19th st,,bainbridge st,south st,Pedestrian,39.944119,-75.173661,0.968,1.0622,south,north,west,823,Philadelphia,Central,40458
-75.1588819999999,39.95174,73488,jh,,2011/01/20 00:00:00+00,2011,4210160103,,market st,,12th st,11th st,Pedestrian,39.95174,-75.158882,1.102,1.0622,east,west,south,6243,Philadelphia,Central,40517
-75.171906,39.9441360000001,71611,jh,,2010/10/22 00:00:00+00,2010,4210160103,,18th st,,bainbridge st,south st,Pedestrian,39.944136,-75.171906,0.968,1.0622,north,south,east,1007,Philadelphia,Central,40541
-75.17204,39.944152,71612,jh,,2010/10/22 00:00:00+00,2010,4210160103,,18th st,,bainbridge st,south st,Pedestrian,39.944152,-75.17204,0.968,1.0622,south,north,west,966,Philadelphia,Central,40542
-75.170335,39.9439830000001,71614,jh,,2010/10/22 00:00:00+00,2010,4210160103,,17th st,,bainbridge st,south st,Pedestrian,39.943983,-75.170335,0.968,1.0622,north,south,east,1032,Philadelphia,Central,40553
-75.1704579999999,39.9440040000001,71615,jh,,2010/10/22 00:00:00+00,2010,4210160103,,17th st,,bainbridge st,south st,Pedestrian,39.944004,-75.170458,0.968,1.0622,south,north,west,755,Philadelphia,Central,40554
-75.160207,39.9426550000001,71633,jh,,2010/10/29 00:00:00+00,2010,4210160103,,11th st,,south st,bainbridge st,Pedestrian,39.942655,-75.160207,1.001,1.0622,north,south,east,945,Philadelphia,Central,40574
-75.160357,39.942639,71634,jh,,2010/10/29 00:00:00+00,2010,4210160103,,11th st,,south st,bainbridge st,Pedestrian,39.942639,-75.160357,1.001,1.0622,south,north,west,862,Philadelphia,Central,40575
-75.158656,39.942392,71636,jh,,2010/11/06 00:00:00+00,2010,4210160103,,10th st,,bainbridge st,south st,Pedestrian,39.942392,-75.158656,1.001,1.0622,north,south,east,1212,Philadelphia,Central,40577
-75.15878,39.942421,71637,jh,,2010/11/06 00:00:00+00,2010,4210160103,,10th st,,bainbridge st,south st,Pedestrian,39.942421,-75.15878,1.001,1.0622,south,north,west,1296,Philadelphia,Central,40578
-75.143963,39.957908,71781,jh,,2011/03/26 00:00:00+00,2011,4210160103,,3rd st,,callowhill st,willow st,Pedestrian,39.957908,-75.143963,1.059,1.0622,north,south,east,361,Philadelphia,Central,40923
-75.144086,39.9578950000001,71782,jh,,2011/03/26 00:00:00+00,2011,4210160103,,3rd st,,callowhill st,willow st,Pedestrian,39.957895,-75.144086,1.059,1.0622,north,south,west,307,Philadelphia,Central,40924
-75.145546,39.957998,71784,jh,,2011/03/29 00:00:00+00,2011,4210160103,,4th st,,callowhill st,willow st,Pedestrian,39.957998,-75.145546,1.012,1.0622,north,south,east,198,Philadelphia,Central,40926
-75.145685,39.9580310000001,71785,jh,,2011/03/29 00:00:00+00,2011,4210160103,,4th st,,callowhill st,willow st,Pedestrian,39.958031,-75.145685,1.012,1.0622,north,south,west,252,Philadelphia,Central,40927
-75.1471069999999,39.958113,71787,jh,,2011/03/29 00:00:00+00,2011,4210160103,,5th st,,callowhill st,willow st,Pedestrian,39.958113,-75.147107,1.012,1.0622,south,north,east,90,Philadelphia,Central,40929
-75.147251,39.9581590000001,71788,jh,,2011/03/29 00:00:00+00,2011,4210160103,,5th st,,callowhill st,willow st,Pedestrian,39.958159,-75.147251,1.012,1.0622,south,north,west,99,Philadelphia,Central,40930
-75.157074,39.94224,71639,jh,,2010/11/06 00:00:00+00,2010,4210160103,,9th st,,bainbridge st,south st,Pedestrian,39.94224,-75.157074,1.001,1.0622,north,south,east,1128,Philadelphia,Central,40984
-75.157186,39.9422640000001,71640,jh,,2010/11/06 00:00:00+00,2010,4210160103,,9th st,,bainbridge st,south st,Pedestrian,39.942264,-75.157186,1.001,1.0622,south,north,west,2271,Philadelphia,Central,40985
-75.155481,39.942141,71642,jh,,2010/11/06 00:00:00+00,2010,4210160103,,8th st,,bainbridge st,south st,Pedestrian,39.942141,-75.155481,1.001,1.0622,south,north,east,983,Philadelphia,Central,40987
-75.148695,39.958241,71790,jh,,2011/03/29 00:00:00+00,2011,4210160103,,6th st,,callowhill st,willow st,Pedestrian,39.958241,-75.148695,1.012,1.0622,north,south,east,105,Philadelphia,Central,41332
-75.14885,39.9582820000001,71791,jh,,2011/03/29 00:00:00+00,2011,4210160103,,6th st,,callowhill st,willow st,Pedestrian,39.958282,-75.14885,1.012,1.0622,south,north,west,124,Philadelphia,Central,41333
-75.150325,39.9584070000001,71793,jh,,2011/04/05 00:00:00+00,2011,4210160103,,7th st,,callowhill st,willow st,Pedestrian,39.958407,-75.150325,1.012,1.0622,north,south,east,245,Philadelphia,Central,41334
-75.150425,39.95842,71794,jh,,2011/04/05 00:00:00+00,2011,4210160103,,7th st,,callowhill st,willow st,Pedestrian,39.95842,-75.150425,1.012,1.0622,south,north,west,149,Philadelphia,Central,41335
-75.152098,39.9585310000001,71797,jh,,2011/04/05 00:00:00+00,2011,4210160103,,8th st,,willow st,callowhill st,Pedestrian,39.958531,-75.152098,1.012,1.0622,north,south,west,527,Philadelphia,Central,41336
-75.1634999999999,39.943181,71628,jh,,2010/10/29 00:00:00+00,2010,4210160103,,13th st,,bainbridge st,south st,Pedestrian,39.943181,-75.1635,1.001,1.0622,north,south,west,548,Philadelphia,Central,41757
-75.161762,39.942869,71630,jh,,2010/11/30 00:00:00+00,2010,4210160103,,12th st,,bainbridge st,south st,Pedestrian,39.942869,-75.161762,1.028,1.0622,north,south,east,568,Philadelphia,Central,41759
-75.1619019999999,39.942976,71631,jh,,2010/10/29 00:00:00+00,2010,4210160103,,12th st,,bainbridge st,south st,Pedestrian,39.942976,-75.161902,1.001,1.0622,south,north,west,825,Philadelphia,Central,41760
-75.155604,39.9421610000001,71643,jh,,2010/11/06 00:00:00+00,2010,4210160103,,8th st,,bainbridge st,south st,Pedestrian,39.942161,-75.155604,1.001,1.0622,south,north,west,1272,Philadelphia,Central,42313
-75.153893,39.941985,71682,jh,,2010/11/12 00:00:00+00,2010,4210160103,,7th st,,bainbridge st,south st,Pedestrian,39.941985,-75.153893,1.001,1.0622,south,north,east,1268,Philadelphia,Central,42425
-75.143582,39.950407,73495,jh,Wednesday 1/26: Major Snow Event,2011/01/20 00:00:00+00,2011,4210160103,,2nd st,,arch st,market st,Pedestrian,39.950407,-75.143582,1.102,1.0622,south,north,east,1464,Philadelphia,Central,42600
-75.171574,39.9612260000001,71853,jh,Friday 6/10/2011: 10 & 11 a.m. it appears something blocked the sensor (i.e. cart parked),2011/06/10 00:00:00+00,2011,4210160103,,20th st,,callowhill st,hamilton st,Pedestrian,39.961226,-75.171574,0.93,1.0622,south,north,west,1468,Philadelphia,Central,42774
-75.17321,39.9620850000001,71855,jh,,2011/06/02 00:00:00+00,2011,4210160103,,21st st,,hamilton st,pennsylvania ave,Pedestrian,39.962085,-75.17321,0.93,1.0622,south,north,east,1205,Philadelphia,Central,42775
-75.152315,39.941808,71702,jh,,2010/11/12 00:00:00+00,2010,4210160103,,6th st,,bainbridge st,south st,Pedestrian,39.941808,-75.152315,1.001,1.0622,south,north,east,813,Philadelphia,Central,42836
-75.152439,39.941812,71703,jh,,2010/11/12 00:00:00+00,2010,4210160103,,6th st,,bainbridge st,south st,Pedestrian,39.941812,-75.152439,1.001,1.0622,south,north,west,957,Philadelphia,Central,42837
-75.173376,39.962069,71856,jh,,2011/06/02 00:00:00+00,2011,4210160103,,21st st,,hamilton st,pennsylvania ave,Pedestrian,39.962069,-75.173376,0.93,1.0622,south,north,west,351,Philadelphia,Central,42867
-75.17859,39.9448800000001,71722,sb,,2010/10/15 00:00:00+00,2010,4210160103,,22nd st,,south st,bainbridge st,Pedestrian,39.94488,-75.17859,0.968,1.0622,north,south,east,966,Philadelphia,Central,43200
-75.178751,39.944781,71723,sb,,2010/10/15 00:00:00+00,2010,4210160103,,22nd st,,south st,bainbridge st,Pedestrian,39.944781,-75.178751,0.968,1.0622,south,north,west,992,Philadelphia,Central,43201
-75.175916,39.96232,71863,jh,,2011/08/09 00:00:00+00,2011,4210160103,,ben franklin pkwy outer la,,22nd st,eakins oval,Pedestrian,39.96232,-75.175916,0.888,1.0622,north,south,east,595,Philadelphia,Central,43248
-75.1747819999999,39.9621680000001,71866,jh,,2011/06/02 00:00:00+00,2011,4210160103,,22nd st,,hamilton st,ben franklin pkwy,Pedestrian,39.962168,-75.174782,0.93,1.0622,south,north,east,573,Philadelphia,Central,43250
-75.1750019999999,39.962225,71867,jh,,2011/06/02 00:00:00+00,2011,4210160103,,22nd st,,hamilton st,ben franklin pkwy,Pedestrian,39.962225,-75.175002,0.93,1.0622,north,south,west,684,Philadelphia,Central,43547
-75.420247,40.106273,72002,jh,,2010/12/01 00:00:00+00,2010,4209179136,,betzwood bridge crossing (peds),,county line rd,schuylkill river crossing,Pedestrian,40.106273,-75.420247,1.028,1.0622,east,west,,37,Montgomery,Upper Merion Township,43602
-75.420311,40.1094360000001,72004,jh,,2010/12/01 00:00:00+00,2010,4209183696,,betzwood bridge crossing (peds),,schuylkill river crossing,schuylkill river trail,Pedestrian,40.109436,-75.420311,1.028,1.0622,east,west,,79,Montgomery,West Norriton Township,43616
-75.169798,39.961062,71849,jh,Monday 5/30/2011 Memorial Day Holiday,2011/05/28 00:00:00+00,2011,4210160103,,19th st,,hamilton st,callowhill st,Pedestrian,39.961062,-75.169798,0.93,1.0622,south,north,east,720,Philadelphia,Central,43619
-75.171429,39.961053,71852,jh,Monday 5/30/2011 Memorial Day Holiday,2011/05/28 00:00:00+00,2011,4210160103,,20th st,,callowhill st,hamilton st,Pedestrian,39.961053,-75.171429,0.93,1.0622,north,south,east,895,Philadelphia,Central,43621
-75.1534799999999,39.958738,71799,jh,,2011/04/09 00:00:00+00,2011,4210160103,,9th st,,callowhill st,willow st,Pedestrian,39.958738,-75.15348,1.012,1.0622,north,south,east,139,Philadelphia,Central,45872
-75.153608,39.9587690000001,71800,jh,,2011/04/09 00:00:00+00,2011,4210160103,,9th st,,callowhill st,willow st,Pedestrian,39.958769,-75.153608,1.012,1.0622,south,north,west,175,Philadelphia,Central,45873
-75.1553299999999,39.959166,71803,jh,,2011/04/12 00:00:00+00,2011,4210160103,,ridge ave,,noble st,callowhill st,Pedestrian,39.959166,-75.15533,1.012,1.0622,north,south,east,84,Philadelphia,Central,45876
-75.1555069999999,39.959121,71804,jh,,2011/04/12 00:00:00+00,2011,4210160103,,ridge ave,,noble st,callowhill st,Pedestrian,39.959121,-75.155507,1.012,1.0622,south,north,west,608,Philadelphia,Central,45877
-75.153351,39.9820040000001,76402,jh,,2011/05/03 00:00:00+00,2011,4210160107,,12th st,,berks st,norris st,Pedestrian,39.982004,-75.153351,0.962,1.0622,north,south,west,967,Philadelphia,Lower North,50276
-75.454359,40.1890940000001,71992,jh,,2010/11/16 00:00:00+00,2010,4209115192,,main st,,4th ave,5th ave,Pedestrian,40.189094,-75.454359,1.001,1.0622,south,north,west,294,Montgomery,Collegeville Borough,50312
-75.14171,39.9596270000001,75924,jh,,2011/04/05 00:00:00+00,2011,4210160103,,2nd st,,spring garden st,callowhill st,Pedestrian,39.959627,-75.14171,1.012,1.0622,north,south,west,448,Philadelphia,Central,50341
-75.139693,39.9576450000001,75929,jh,,2011/04/02 00:00:00+00,2011,4210160103,,front st,,callowhill st,noble st,Pedestrian,39.957645,-75.139693,1.012,1.0622,north,south,east,81,Philadelphia,Central,50345
-75.1397949999999,39.957678,75930,jh,,2011/04/02 00:00:00+00,2011,4210160103,,front st,,callowhill st,noble st,Pedestrian,39.957678,-75.139795,1.012,1.0622,north,south,west,93,Philadelphia,Central,50347
-75.138695,39.9572620000001,75936,jh,,2011/04/02 00:00:00+00,2011,4210160103,,christopher columbus blvd,,callowhill st,willow st,Pedestrian,39.957262,-75.138695,1.012,1.0622,south,north,west,149,Philadelphia,Central,50352
-75.208862,39.976232,79216,jh,,2011/08/02 00:00:00+00,2011,4210160106,,parkside ave,,memorial hall dr,41st st,Pedestrian,39.976232,-75.208862,0.888,1.0622,east,west,north,159,Philadelphia,West Park,50790
-75.208996,39.976027,79217,jh,,2011/08/02 00:00:00+00,2011,4210160106,,parkside ave,,memorial hall dr,41st st,Pedestrian,39.976027,-75.208996,0.888,1.0622,east,west,south,221,Philadelphia,West Park,50791
-75.206834,40.0763660000001,79224,jh,,2011/08/05 00:00:00+00,2011,4210160117,,germantown ave,,highland ave,evergreen ave,Pedestrian,40.076366,-75.206834,0.888,1.0622,south,north,east,1430,Philadelphia,Upper Northwest,51060
-75.206968,40.076267,79225,jh,,2011/08/05 00:00:00+00,2011,4210160117,,germantown ave,,highland ave,evergreen ave,Pedestrian,40.076267,-75.206968,0.888,1.0622,south,north,west,1091,Philadelphia,Upper Northwest,51061
-75.5246759999999,40.048417,78363,jh,,2011/05/11 00:00:00+00,2011,4202922056,,chester valley trail,,little valley creek bridge,pa 29 morehall rd,Pedestrian,40.048417,-75.524676,0.962,1.0622,west,east,,270,Chester,East Whiteland Township,51259
-75.555736,40.0490290000001,78366,jh,,2011/05/11 00:00:00+00,2011,4202922056,,chester valley trail,,church rd,mill la,Pedestrian,40.049029,-75.555736,0.962,1.0622,west,east,,377,Chester,East Whiteland Township,51262
-75.595433,40.038055,78369,jh,,2011/05/11 00:00:00+00,2011,4202984192,,chester valley trail,,church farm la,valley creek blvd,Pedestrian,40.038055,-75.595433,0.962,1.0622,west,east,,259,Chester,West Whiteland Township,51265
